g1 , 65 , 87 , 302 , 1 , 2
g2 , 13 , 54 , 411 , 2 , 1
g3 , 10 , 85 , 494 , 2 , 2
g4 , 101 , 5 , 686 , 1 , 1
g5 , 51 , 50 , 540 , 2 , 2
g6 , 14 , 45 , 203 , 1 , 3
g7 , 97 , 63 , 301 , 1 , 2
g8 , 56 , 35 , 439 , 2 , 3
g9 , 9 , 83 , 859 , 3 , 2
g10 , 20 , 84 , 894 , 3 , 3
g11 , 34 , 15 , 107 , 2 , 3
g12 , 39 , 81 , 940 , 2 , 3
g13 , 63 , 48 , 200 , 2 , 1
g14 , 32 , 63 , 212 , 2 , 2
g15 , 49 , 85 , 905 , 3 , 1
g16 , 51 , 31 , 986 , 3 , 2
g17 , 30 , 23 , 561 , 1 , 2
g18 , 100 , 95 , 214 , 1 , 3
g19 , 80 , 62 , 864 , 3 , 3
g20 , 27 , 83 , 861 , 1 , 3
g21 , 96 , 43 , 287 , 1 , 1
g22 , 9 , 26 , 827 , 2 , 1
g23 , 44 , 55 , 858 , 3 , 1
g24 , 92 , 84 , 216 , 2 , 3
g25 , 82 , 2 , 181 , 3 , 3
g26 , 43 , 99 , 679 , 3 , 3
g27 , 93 , 99 , 801 , 2 , 1
g28 , 86 , 8 , 284 , 3 , 2
g29 , 79 , 78 , 884 , 2 , 3
g30 , 62 , 37 , 906 , 2 , 2
g31 , 92 , 12 , 553 , 3 , 1
g32 , 14 , 7 , 401 , 2 , 2
g33 , 71 , 39 , 287 , 2 , 2
g34 , 47 , 20 , 540 , 2 , 1
g35 , 8 , 55 , 344 , 3 , 1
g36 , 92 , 21 , 404 , 1 , 2
g37 , 63 , 91 , 903 , 2 , 3
g38 , 10 , 36 , 740 , 2 , 1
g39 , 70 , 93 , 869 , 2 , 2
g40 , 23 , 88 , 739 , 1 , 2
g41 , 66 , 6 , 106 , 1 , 3
g42 , 83 , 18 , 111 , 2 , 2
g43 , 35 , 46 , 686 , 2 , 2
g44 , 26 , 38 , 757 , 2 , 1
g45 , 52 , 20 , 658 , 3 , 3
g46 , 76 , 25 , 489 , 2 , 2
g47 , 77 , 52 , 650 , 2 , 1
g48 , 58 , 6 , 345 , 2 , 2
g49 , 11 , 8 , 457 , 3 , 2
g50 , 1 , 74 , 349 , 3 , 1
